Code;Product label;Exported value in 2018-Q3;Exported value in 2018-Q4;Exported value in 2019-Q1;Exported value in 2019-Q2;Exported value in 2019-Q3;Exported value in 2019-Q4;Exported value in 2020-Q1;Exported value in 2020-Q2;Exported value in 2020-Q3;Exported value in 2020-Q4;Exported value in 2021-Q1;Exported value in 2021-Q2;Exported value in 2021-Q3;Exported value in 2021-Q4;Exported value in 2022-Q1;Exported value in 2022-Q2;Exported value in 2022-Q3;Exported value in 2022-Q4;Exported value in 2023-Q1;Exported value in 2023-Q2;
110290;"Cereal flours (excl. wheat, meslin and maize)";60;167;113;138;142;143;133;211;97;175;347;156;124;149;521;147;170;182;394;138;
160558;"Snails, prepared or preserved (excl. smoked and sea snails)";56;210;92;108;109;181;106;79;104;14;23;93;54;50;0;88;0;89;0;132;
151090;"Other oils and their fractions "EU cat. 7 and 8", obtained solely from olives, whether or not ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;765;783;735;19;281;131;
180620;"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...";0;0;0;10;0;0;0;1;7;6;15;2;4;11;25;166;150;178;267;131;
151710;"Margarine (excl. liquid)";601;478;592;663;423;721;954;416;560;892;1387;869;1437;1036;2200;1769;1387;2769;1018;120;
220900;"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid";118;145;254;195;65;192;250;250;179;565;380;296;142;199;315;127;82;248;372;119;
180632;"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. ...";38;139;309;351;155;334;357;226;154;350;566;753;233;411;386;399;24;145;49;117;
110100;"Wheat or meslin flour";1471;1889;2712;870;70;229;265;286;117;77;299;165;132;4;64;302;0;424;251;115;
081090;"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...";1322;1955;2842;1486;1554;2398;1876;819;889;1806;986;573;974;3485;156;109;998;2469;27;112;
120991;"Vegetable seeds, for sowing";732;578;981;409;1379;218;1009;149;935;822;1715;381;1021;1542;874;267;935;1093;1268;112;
070190;"Fresh or chilled potatoes (excl. seed)";3604;5666;10066;7160;5879;1379;3978;2778;3044;384;2912;1811;4757;1507;3740;4701;3929;1120;477;111;
100610;"Rice in the husk, "paddy" or rough";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;108;
170290;"Sugars in solid form, incl. invert sugar and chemically pure maltose, and sugar and sugar syrup ...";60;65;48;38;71;37;2;70;49;11;89;15;30;1;47;0;0;0;103;108;
510111;"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed";993;362;455;567;550;300;312;38;96;105;159;311;297;287;229;161;203;202;169;105;
071290;"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...";351;289;468;267;366;178;429;210;221;350;291;153;435;337;165;560;200;197;352;100;
080940;"Fresh plums and sloes";123;120;49;10;81;76;15;42;150;96;55;129;434;308;35;100;309;193;47;93;
160554;"Cuttlefish and squid, prepared or preserved (excl. smoked)";0;0;0;0;16;1;0;9;17;12;2;0;0;0;0;7;18;140;72;91;
180631;"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled";68;84;121;39;9;289;106;6;10;12;6;172;11;0;81;27;274;2;24;88;
080921;"Fresh sour cherries "Prunus cerasus"";11;0;0;9;0;0;0;0;0;0;0;44;0;0;1;38;0;0;0;78;
080440;"Fresh or dried avocados";20;10402;19194;1054;367;30833;58946;4063;164;45420;62264;1613;102;25248;70408;16051;125;62695;78073;76;
090421;"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground";5;18;0;0;0;0;245;0;7;342;114;8;265;49;12;1;1;0;0;75;
080910;"Fresh apricots";4;0;20;223;29;8;4;85;7;0;2;77;5;2;0;100;77;14;1;73;
330112;"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...";0;8;1;134;0;1;21;70;9;81;0;177;51;207;64;155;161;113;65;73;
151620;"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...";254;683;707;423;306;404;625;373;816;65;269;19;20;11;24;11;480;5;53;72;
140490;"Vegetable products n.e.s";114;191;95;141;83;261;72;107;129;189;77;129;174;97;82;66;179;150;112;70;
200979;"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or ...";63;57;49;55;51;59;56;49;41;44;40;37;30;36;26;42;41;37;47;70;
330130;"Resinoids";52;72;153;46;128;4;0;0;114;142;0;101;173;50;37;0;29;0;0;69;
180500;"Cocoa powder, not containing added sugar or other sweetening matter";0;0;0;0;0;0;0;3;0;0;0;7;0;1;4;0;0;0;118;67;
210500;"Ice cream and other edible ice, whether or not containing cocoa";0;15;0;16;40;24;0;0;0;0;17;0;19;4;19;3;18;6;6;67;
040900;"Natural honey";95;64;88;73;52;60;139;51;11;35;26;26;41;52;76;41;51;54;50;66;
200110;"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid";27;29;14;38;18;47;56;39;45;65;29;43;58;26;52;57;35;50;43;66;
151560;"Microbial fats and oils and their fractions, whether or not refined, but not chemically modified";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;78;41;64;
040390;"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...";1;1;4;6;4;3;4;207;286;190;3;10;2;5;67;50;49;58;63;61;
160100;"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ...";0;0;53;62;38;27;93;4;42;37;107;304;60;40;173;292;125;240;221;60;
160559;"Molluscs, prepared or preserved (excl. smoked, oysters, scallops, mussels, cuttle fish, squid, ...";0;0;0;4;11;10;17;9;0;11;9;68;34;35;54;75;42;12;34;60;
190490;"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...";0;3;0;0;0;0;0;12;55;128;179;66;60;81;106;69;64;48;19;60;
210120;"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...";0;1;14;62;45;83;97;5;9;35;57;20;67;28;197;40;48;72;85;60;
010129;"Live horses (excl. pure-bred for breeding)";14;10;16;12;18;28;8;0;32;20;1;38;12;28;70;35;55;76;54;59;
060390;"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...";31;9;5;2;52;42;29;10;33;76;17;2;150;36;24;19;144;7;38;51;
091091;"Mixtures of different types of spices";16;51;25;59;6;25;9;1;2;8;58;16;8;22;78;54;18;49;55;51;
071010;"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen";0;2;475;4;6;1;10;2;1;0;384;82;54;2;226;366;113;16;72;50;
110319;"Groats and meal of cereals (excl. wheat and maize)";36;54;73;70;70;61;167;112;73;165;161;165;112;105;228;149;112;145;204;49;
010121;"Pure-bred breeding horses";0;4;14;6;11;16;17;6;2;0;10;357;1;104;3;1;41;19;41;46;
060110;"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human ...";343;769;309;0;299;206;192;0;314;189;168;0;307;251;212;0;244;260;221;45;
200559;"Unshelled beans "Vigna spp., Phaseolus spp.", prepared or preserved otherwise than by vinegar ...";0;2;1;0;3;0;3;5;0;0;15;1;1;0;0;0;0;0;0;45;
020500;"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;
010511;"Live fowls of the species Gallus domesticus, weighing <= 185 g (excl. turkeys and guinea fowls)";43;29;12;10;0;9;2;0;137;301;492;593;608;972;1078;1117;316;1;201;42;
130190;"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excl. gum Arabic)";14;30;65;6;1;3;13;98;6;44;20;17;10;72;252;63;558;40;7;41;
071310;"Dried, shelled peas "Pisum sativum", whether or not skinned or split";0;0;0;0;14;0;1;0;0;0;1;34;0;1;0;0;0;0;2;40;
090240;"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...";312;468;38;19;11;62;1;20;0;19;36;13;40;64;54;57;1;9;4;38;
080390;"Fresh or dried bananas (excl. plantains)";21;34;17;22;23;16;21;25;15;15;28;52;96;84;128;50;39;54;41;36;
160510;"Crab, prepared or preserved (excl. smoked)";11;26;65;28;77;0;0;0;0;0;0;39;0;0;33;46;0;11;134;36;
151190;"Palm oil and its fractions, whether or not refined (excl. chemically modified and crude)";0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;778;0;35;
160231;"Meat or offal of turkeys "Gallus domesticus", prepared or preserved (excl. sausages and similar ...";53;50;29;72;48;37;80;191;27;253;122;21;58;123;188;16;0;4;8;32;
200390;"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. ...";94;7;226;154;136;55;112;115;0;2;206;276;118;52;45;0;0;0;23;32;
040610;"Fresh cheese "unripened or uncured cheese", incl. whey cheese, and curd";2;5;6;8;0;0;0;26;2;0;31;68;39;33;164;55;39;38;41;31;
210220;"Inactive yeasts; other dead single-cell micro-organisms (excl. packaged as medicaments)";56;33;17;64;50;12;30;3;10;53;168;69;3;1;69;6;2;2;95;31;
110429;"Grains of cereals, hulled, pearled, sliced, kibbled or otherwise worked (excl. rolled, flaked, ...";0;0;0;0;0;0;0;9;11;0;294;148;0;3;216;0;0;161;150;30;
080420;"Fresh or dried figs";119;14;1;55;12;1;0;22;8;0;0;6;17;0;1;29;2;24;7;29;
210320;"Tomato ketchup and other tomato sauces";5;31;4;19;8;18;13;39;6;6;11;5;6;11;53;9;11;13;16;29;
040110;"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...";3;2;11;18;12;7;6;6;25;15;10;21;35;9;37;28;25;42;75;28;
070519;"Fresh or chilled lettuce (excl. cabbage lettuce)";0;197;542;180;1;179;179;6;1;2;104;2;0;19;142;21;1;1;217;28;
140190;"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...";0;0;5;4;21;19;18;24;20;15;19;51;24;38;30;36;13;35;37;28;
020713;"Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus";0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;1;1;3;4;27;
200791;"Citrus fruit jams, jellies, marmalades, purées or pastes, obtained by cooking, whether or not ...";45;69;36;64;36;51;40;6;8;17;65;31;90;89;80;40;38;48;26;27;
080929;"Fresh cherries (excl. sour cherries)";1;0;0;1;4;0;0;9;0;0;0;52;1;0;1;91;2;2;0;26;
090411;"Pepper of the genus Piper, neither crushed nor ground";305;85;19;53;26;61;28;21;57;124;21;28;42;5;69;3;94;25;78;26;
080450;"Fresh or dried guavas, mangoes and mangosteens";14;20;12;6;4;10;17;160;134;8;7;1;36;23;92;4;48;74;30;25;
091020;"Saffron";311;39;227;31;25;79;36;6;44;56;44;93;66;41;41;63;37;14;78;25;
220860;"Vodka";2;4;3;2;2;2;1;0;0;0;0;0;0;1;0;1;2;3;4;24;
200820;"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...";55;10;2;28;92;11;17;16;75;24;31;43;27;19;50;33;27;10;23;23;
240499;"Nicotine containing products intended for the intake of nicotine into the human body (excl. ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;
080830;"Fresh pears";18;44;70;74;55;53;51;23;38;34;37;30;49;61;95;35;60;93;47;22;
200949;"Pineapple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar ...";62;57;51;41;20;54;51;24;53;52;61;48;15;39;45;74;48;21;38;22;
210230;"Prepared baking powders";46;17;123;57;0;6;48;273;125;42;253;96;10;15;309;8;13;25;159;22;
090220;"Green tea in immediate packings of > 3 kg";5736;1586;298;1065;152;654;1;280;1137;106;599;11;63;95;135;180;175;40;3;21;
020230;"Frozen, boneless meat of bovine animals";32;0;19;86;64;43;21;0;4;17;3;1;11;13;235;33;4;13;15;20;
060311;"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes";0;2;1;0;2;0;2;0;0;0;0;0;15;0;0;0;24;0;0;20;
200929;"Grapefruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;
080310;"Fresh or dried plantains";0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;26;19;
210420;"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...";9;0;59;53;0;21;0;46;38;106;0;40;0;97;22;27;17;0;0;19;
020714;"Frozen cuts and edible offal of fowls of the species Gallus domesticus";130;117;90;39;38;47;30;16;10;14;6;5;17;9;423;33;8;23;26;18;
071333;"Dried, shelled kidney beans "Phaseolus vulgaris", whether or not skinned or split";0;116;0;103;43;7;0;55;112;0;14;163;105;89;73;114;203;0;0;18;
081050;"Fresh kiwifruit";24;34;31;26;23;19;25;9;13;31;29;18;11;40;47;41;21;41;40;18;
121299;"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...";15;79;265;84;31;20;370;72;0;13;302;118;10;7;88;195;36;44;217;18;
070959;"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...";0;2335;591;125;12;305;208;125;0;169;848;255;0;19;73;289;1;50;102;17;
070991;"Fresh or chilled globe artichokes";1;4;7;3;2;49;188;1;0;15;37;6;0;10;23;6;0;13;21;17;
080720;"Fresh pawpaws "papayas"";1;4;0;0;24;44;35;74;73;74;56;21;63;31;46;28;82;59;73;17;
081340;"Dried peaches, pears, papaws "papayas", tamarinds and other edible fruits (excl. nuts, bananas, ...";17;15;9;17;28;56;9;95;82;0;2594;596;204;7;307;353;41;17;13;17;
220410;"Sparkling wine of fresh grapes";22;50;20;17;15;102;8;0;0;0;1;2;6;2;0;0;23;0;5;17;
520300;"Cotton, carded or combed";0;0;0;0;0;0;62;0;46;35;47;0;25;75;71;32;25;85;6;17;
170191;"Refined cane or beet sugar, containing added flavouring or colouring, in solid form";28;8;44;42;0;8;23;69;61;29;208;71;2;17;138;2;1;3;157;16;
070956;"Fresh or chilled truffles "Tuber spp."";0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;12;0;0;34;15;
160419;"Prepared or preserved fish, whole or in pieces (excl. minced, merely smoked, and salmon, herrings, ...";0;0;0;4;115;1;30;0;0;0;0;6;0;0;0;0;0;14;0;15;
020110;"Carcases or half-carcases of bovine animals, fresh or chilled";0;0;0;0;0;0;0;0;0;0;0;0;0;6;17;9;2;19;26;14;
020410;"Fresh or chilled lamb carcases and half-carcases";0;0;0;0;0;0;0;0;0;0;1;0;39;39;34;9;200;23;29;14;
040120;"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...";102;72;63;88;111;163;132;28;71;70;120;91;39;69;137;123;48;73;18;14;
071420;"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets";1;12;1;61;133;1;0;137;135;7;11;79;151;45;322;9;297;249;209;14;
110423;"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excl. rolled, flaked, pellets ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;
080810;"Fresh apples";24;19;14;14;19;38;23;48;96;83;61;28;98;67;34;15;71;36;28;12;
120799;"Oil seeds and oleaginous fruits, whether or not broken (excl. edible nuts, olives, soya beans, ...";2;33;87;1;5;8;8;2;7;164;65;0;205;0;11;0;3;17;3;12;
160250;"Prepared or preserved meat or offal of bovine animals (excl. sausages and similar products, ...";0;1;13;7;9;10;8;0;2;12;6;15;4;2;4;10;0;5;1;12;
021020;"Meat of bovine animals, salted, in brine, dried or smoked";0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;11;
070890;"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas "Pisum sativum" and ...";3;126;578;9;3;406;538;17;0;1107;1391;2181;218;370;854;318;6;64;810;11;
110419;"Rolled or flaked grains of cereals (excl. oats)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;
190120;"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...";0;75;0;0;1;4;1;0;0;1;2;3;0;2;0;0;0;0;1;11;
040690;"Cheese (excl. fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and ...";30;51;40;41;29;52;15;1;1;4;13;1;4;4;365;80;7;84;11;10;
120921;"Alfalfa seed for sowing";2;15;0;0;5;8;0;0;0;0;0;0;0;0;0;0;10;0;0;10;
220870;"Liqueurs and cordials";0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;
350300;"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...";0;0;41;0;0;13;0;13;0;1;14;14;45;0;26;0;0;0;0;10;
040590;"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined ...";0;2;7;10;0;2;12;0;0;2;8;6;0;2;4;18;0;1;1;9;
080522;"Fresh or dried clementines incl. monreales";26;162858;86859;319;65;160447;22137;2975;219;196240;21093;0;118;225561;29890;236;6;129724;21336;9;
090111;"Coffee (excl. roasted and decaffeinated)";0;0;41;1;0;0;68;0;0;0;0;19;0;0;9;4;11;14;15;9;
200811;"Groundnuts, prepared or preserved (excl. preserved with sugar)";0;0;0;5;52;0;3;12;23;14;12;2;3;7;29;0;0;0;8;9;
220850;"Gin and Geneva";3;4;3;2;2;1;1;0;0;0;0;0;0;2;1;2;3;3;6;9;
020711;"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces";0;12;0;0;0;4;2;9;3;0;2;3;1;2;6;4;1;1;10;8;
040140;"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing ...";0;0;0;0;0;0;0;0;0;0;10;0;0;30;49;159;160;79;7;8;
080590;"Fresh or dried citrus fruit (excl. oranges, lemons "Citrus limon, Citrus limonum", limes "Citrus ...";0;1;4;0;19;62;0;0;40;15;1;0;15;27;0;5;17;0;0;8;
180610;"Cocoa powder, sweetened";0;1;5;34;30;6;4;1;4;1;7;10;0;6;22;1;1;21;17;8;
200989;"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...";238;194;186;8;6;5;14;8;0;0;0;13;5;5;56;147;37;49;17;8;
080111;"Desiccated coconuts";0;0;0;0;0;0;1;0;0;1;6;0;0;0;0;1;6;10;3;7;
080299;"Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;5;9;7;
130120;"Natural gum Arabic";0;3;6;0;4;5;5;1;5;4;13;2;9;2;16;4;6;2;18;7;
200840;"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...";0;2;0;22;0;14;0;1;3;0;0;7;20;0;0;2;5;4;2;7;
010641;"Live bees";0;9;19;0;0;10;19;7;0;0;20;0;0;0;5;0;1;2;2;6;
090122;"Roasted, decaffeinated coffee";0;41;17;29;3;3;27;30;8;4;33;16;13;5;0;16;0;3;4;6;
090822;"Mace, crushed or ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;
110320;"Cereal pellets";0;3;2;0;0;2;1;1;3;4;3;3;7;1;5;3;0;6;0;5;
151530;"Castor oil and fractions thereof, whether or not refined, but not chemically modified";0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;0;0;1;1;5;
160290;"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...";0;0;4;6;0;4;3;64;0;2;2;27;0;0;41;0;0;0;2;5;
170114;"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excl. cane ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;1;1;5;
200950;"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ...";20;22;12;21;27;19;16;10;0;5;0;2;16;8;12;11;24;26;2;5;
020120;"Fresh or chilled bovine cuts, with bone in (excl. carcases and 1/2 carcases)";0;0;0;0;0;0;1;0;0;0;0;0;1;2;2;1;0;0;11;4;
020319;"Fresh or chilled meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts ...";0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;5;3;2;14;4;
020712;"Frozen fowls of the species Gallus domesticus, not cut in pieces";7;14;0;11;0;0;0;0;0;1;1;0;0;0;0;33;0;39;115;4;
040210;"Milk and cream in solid forms, of a fat content by weight of <= 1,5%";824;69;117;2074;15;2;5;0;0;6;5;0;0;0;1;0;0;1;2;4;
040299;"Milk and cream, concentrated and sweetened (excl. in solid forms)";53;0;0;239;0;0;103;0;8;1;0;0;0;0;0;0;0;0;2;4;
040790;"Birds' eggs, in shell, preserved or cooked";0;21;33;0;17;1;17;1;0;1;0;0;0;0;0;0;0;1;10;4;
050790;"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;
090412;"Pepper of the genus Piper, crushed or ground";4;5;6;0;0;1;1;0;0;12;3;11;14;8;6;2;1;0;6;4;
100630;"Semi-milled or wholly milled rice, whether or not polished or glazed";0;23;3;7;68;150;1;0;0;83;857;425;30;0;92;265;0;0;6;4;
100790;"Grain sorghum (excl. for sowing)";0;0;0;0;0;1;3;2;2;0;0;15;5;0;7;0;0;0;0;4;
160210;"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...";0;0;0;0;0;0;0;0;0;0;0;0;0;51;0;0;0;0;0;4;
230690;"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";193;33;308;78;104;342;37;56;62;367;116;103;58;51;59;104;35;54;478;4;
020130;"Fresh or chilled bovine meat, boneless";0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;4;2;6;3;
020321;"Frozen carcases and half-carcases of swine";0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;3;3;
020443;"Frozen boneless cuts of sheep";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;
020890;"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;3;
040510;"Butter (excl. dehydrated butter and ghee)";28;14;3;16;3;7;5;0;1;8;92;12;6;5;127;14;2;3;5;3;
040729;"Fresh birds' eggs, in shell (excl. of domestic fowls, and fertilised for incubation)";0;0;0;0;9;7;10;0;0;0;4;3;2;2;3;2;45;61;5;3;
041090;"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;
070953;"Fresh or chilled mushrooms of the genus Cantharellus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;163;0;3;18;3;
071220;"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared";0;0;0;0;0;1;3;0;1;1;1;1;1;1;2;1;1;1;2;3;
080430;"Fresh or dried pineapples";1;5;1;0;0;1;1;1;4;9;16;9;6;8;16;7;5;21;7;3;
100829;"Millet (excl. grain sorghum, and seed for sowing)";0;0;0;2;0;17;0;3;6;0;1;0;0;0;0;0;0;0;0;3;
110819;"Starch (excl. wheat, maize, potato and manioc)";0;0;0;0;0;0;0;2;0;2;0;0;0;0;2;0;0;1;0;3;
120400;"Linseed, whether or not broken";1;1;0;1;0;1;1;2;2;2;0;3;1;2;3;8;2;0;4;3;
120810;"Soya bean flour and meal";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;
040811;"Dried egg yolks, whether or not sweetened";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;2;
070320;"Garlic, fresh or chilled";0;12;1;41;30;0;0;0;2;6;0;0;0;0;2;2;2;25;4;2;
071022;"Shelled or unshelled beans "Vigna spp., Phaseolus spp.", uncooked or cooked by steaming or ...";2;28;8;9;7;9;9;17;23;15;25;7;2;2;1;1;1;2;3;2;
080620;"Dried grapes";47;1;14;0;1;0;1;0;26;0;1;0;2;2;1;2;1;1;2;2;
081070;"Fresh persimmons";0;46;35;14;22;137;365;0;11;621;59;3;9;292;71;1;8;222;65;2;
081320;"Dried prunes";3;339;761;40;16;227;765;265;15;233;791;241;403;910;1776;243;214;16;586;2;
090620;"Crushed or ground cinnamon and cinnamon-tree flowers";0;1;7;2;0;4;0;0;1;1;11;0;0;7;1;1;0;0;1;2;
090720;"Cloves, whole fruit, cloves and stems, crushed or ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;2;
090811;"Nutmeg, neither crushed nor ground";0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;2;
090931;"Cumin seeds, neither crushed nor ground";10;6;1;1;1;2;4;8;2;1;1;3;10;1;1;0;0;0;1;2;
090932;"Cumin seeds, crushed or ground";0;5;6;3;0;2;13;4;0;17;10;28;20;8;6;0;1;1;3;2;
090961;"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground";41;6;26;15;16;4;10;6;12;191;10;307;79;4;6;4;1;0;2;2;
151511;"Crude linseed oil";0;0;0;0;0;0;0;0;0;0;0;25;0;0;3;0;0;2;2;2;
170219;"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...";0;4;2;5;0;0;11;1;5;7;9;0;6;0;0;6;0;8;4;2;
200941;"Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...";111;41;36;0;0;0;0;0;8;0;0;0;3;0;2;2;2;1;0;2;
010619;"Live mammals (excl. primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...";0;0;0;0;0;0;0;0;0;0;0;3;4;3;1;1;2;0;0;1;
020329;"Frozen meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, ...";0;0;0;0;0;0;0;0;0;7;7;2;5;48;34;0;0;0;1;1;
020422;"Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
020430;"Frozen lamb carcases and half-carcases";15;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
021019;"Meat of swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;
040721;"Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)";0;0;0;0;0;0;25;0;0;0;0;0;1;0;346;0;0;0;1;1;
060490;"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...";46;4;61;0;21;0;0;0;0;0;2;43;12;0;4;0;1;0;3;1;
070511;"Fresh or chilled cabbage lettuce";2;6;3;3;3;1;8;1;1;1;2;1;1;1;1;1;0;1;63;1;
070970;"Fresh or chilled spinach, New Zealand spinach and orache spinach";0;1;0;0;0;3;11;7;0;34;6;9;0;1;3;0;0;12;11;1;
071021;"Shelled or unshelled peas "Pisum sativum", uncooked or cooked by steaming or by boiling in ...";6;2;8;3;1;6;49;0;0;0;23;0;1;1;46;5;0;2;4;1;
080211;"Fresh or dried almonds in shell";0;0;8;1;3;0;0;0;0;1;3;1;0;1;3;1;0;0;0;1;
080212;"Fresh or dried almonds, shelled";274;147;900;548;925;275;884;673;573;914;856;316;458;522;803;643;414;398;513;1;
080262;"Fresh or dried macadamia nuts, shelled";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;1;1;
081310;"Dried apricots";0;0;0;0;0;0;0;0;142;57;68;3;5;1;1;53;1;1;2;1;
090812;"Nutmeg, crushed or ground";0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;
091011;"Ginger, neither crushed nor ground";14;48;5;29;3;93;12;19;7;112;8;6;3;2;4;1;15;2;2;1;
091012;"Ginger, crushed or ground";0;1;21;0;2;2;1;1;5;9;1;27;1;14;37;4;0;0;2;1;
