Code;Product label;Exported value in 2009-Q1;Exported value in 2009-Q2;Exported value in 2009-Q3;Exported value in 2009-Q4;Exported value in 2010-Q1;Exported value in 2010-Q2;Exported value in 2010-Q3;Exported value in 2010-Q4;Exported value in 2011-Q1;Exported value in 2011-Q2;Exported value in 2011-Q3;Exported value in 2011-Q4;Exported value in 2012-Q1;Exported value in 2012-Q2;Exported value in 2012-Q3;Exported value in 2012-Q4;Exported value in 2013-Q1;Exported value in 2013-Q2;Exported value in 2013-Q3;Exported value in 2013-Q4;
520299;"Cotton waste (excl. yarn waste, thread waste and garnetted stock)";24;217;199;177;159;326;124;61;68;11;85;22;134;66;57;72;133;120;16;66;
090121;"Roasted coffee (excl. decaffeinated)";8;1;3;415;0;0;0;29;4;105;0;42;125;0;3;9;0;23;35;64;
200830;"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...";91;105;136;107;103;124;102;85;120;177;141;80;136;207;67;52;69;168;43;63;
071080;"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, ...";387;14;1;4;12;36;43;123;174;481;234;211;137;100;160;228;116;198;155;62;
020322;"Frozen hams, shoulders and cuts thereof of swine, with bone in";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;60;
081400;"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...";17;105;59;81;46;89;106;89;94;131;178;88;94;140;55;49;119;112;58;58;
200320;"Truffles, prepared or preserved otherwise than by vinegar or acetic acid";613;412;319;334;253;230;242;448;306;153;535;82;280;246;43;3;41;1055;664;57;
060390;"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...";0;3;0;29;18;17;17;51;0;4;52;15;1;1;27;58;57;54;139;56;
090411;"Pepper of the genus Piper, neither crushed nor ground";59;65;49;169;100;88;54;107;67;30;13;67;88;36;92;42;68;78;104;54;
130219;"Vegetable saps and extracts (excl. liquorice, hops, opium and ephedra)";45;66;42;39;56;90;58;35;78;74;47;96;62;7;158;45;137;356;244;51;
160510;"Crab, prepared or preserved (excl. smoked)";17;2;6;27;0;1;41;57;72;34;14;28;78;0;24;0;72;35;0;50;
330112;"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...";0;406;133;0;355;16;227;0;340;145;609;334;164;93;717;0;15;267;107;50;
230690;"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";0;9;0;59;52;10;53;57;185;919;704;227;1534;0;16;52;35;16;0;49;
220110;"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured";101;43;37;105;56;16;12;102;9;15;36;23;55;62;43;75;145;68;55;45;
090500;"Vanilla";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;12;28;44;
071090;"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen";31;129;49;16;0;37;56;57;104;124;126;8;144;73;0;42;72;50;27;43;
080420;"Fresh or dried figs";28;80;603;905;47;152;562;2058;0;54;108;49;0;5;279;528;0;0;28;43;
200969;"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20°C, whether or not containing ...";0;13;0;0;0;0;0;0;0;0;0;0;0;6;8;6;31;18;15;41;
040130;"Milk and cream of a fat content by weight of > 6%, not concentrated nor containing added sugar ...";0;0;0;47;51;0;0;0;21;6;24;0;13;9;15;14;29;53;31;40;
520291;"Garnetted stock of cotton";227;1090;70;82;43;93;74;18;99;125;48;17;73;171;28;167;47;14;5;40;
121230;"Apricot, peach "incl. nectarine" or plum stones and kernels";3;0;52;11;4;3;38;8;0;44;40;31;2;0;26;33;2;0;59;39;
190190;"Malt extract; food preparations of flour, groats, meal, starch or malt extract, not containing ...";0;0;0;0;69;0;0;0;27;31;40;29;47;48;58;18;25;51;35;39;
090240;"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...";0;0;0;0;0;0;7;2;4;54;0;71;20;20;31;7;14;63;17;38;
051199;"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, ...";53;72;84;65;0;0;0;0;0;0;0;24;93;91;203;0;137;79;110;37;
071350;"Dried, shelled broad beans "Vicia faba var. major" and horse beans "Vicia faba var. equina ...";229;810;2390;194;21;257;1463;386;232;594;1629;37;97;187;1071;98;28;437;1590;35;
140200;"Vegetable materials of a kind used primarily as stuffing or as padding, e.g. kapok, vegetable ...";25;108;73;91;67;110;60;61;103;41;58;11;34;49;34;32;59;70;25;35;
220890;"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...";95;43;48;178;64;2;84;211;76;32;0;0;0;62;125;127;0;64;33;34;
040590;"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined ...";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29;28;33;
040120;"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...";0;0;0;18;14;8;8;2;0;0;0;0;0;0;0;0;12;176;0;32;
040291;"Milk and cream, concentrated but unsweetened (excl. in solid forms)";33;0;0;0;0;82;0;0;0;0;0;0;0;0;31;33;0;31;0;32;
081290;"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...";6;129;220;113;170;32;16;4;6;15;8;15;0;11;14;18;3;13;23;32;
090220;"Green tea in immediate packings of > 3 kg";23;15;1;0;17;2;10;23;57;52;10;45;21;24;21;43;54;38;46;32;
210330;"Mustard flour and meal, whether or not prepared, and mustard";23;83;61;82;35;23;50;34;37;16;27;1473;23;34;47;132;17;87;21;32;
080410;"Fresh or dried dates";0;1;6;0;0;1;12;2;2;1;33;16;0;7;23;92;0;1;400;30;
080610;"Fresh grapes";0;6050;10516;1827;5;10409;4730;536;63;4799;5262;0;0;4962;9387;16;9;4978;7382;28;
130190;"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins (excl. gum Arabic)";5;11;60;19;13;15;6;28;3;11;17;18;21;8;26;7;7;47;10;26;
060210;"Unrooted cuttings and slips";94;0;0;17;10;114;44;10;57;73;85;11;75;72;42;123;15;164;0;25;
070920;"Fresh or chilled asparagus";2152;2067;85;58;1070;2162;137;67;850;1770;33;41;97;1266;8;50;834;387;267;24;
080590;"Fresh or dried citrus fruit (excl. oranges, lemons "Citrus limon, Citrus limonum", limes "Citrus ...";0;0;398;66;0;0;402;82;88;1;354;174;4;0;292;145;0;0;0;24;
180620;"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...";0;0;0;0;0;36;1;6;1;0;0;69;62;0;0;0;0;1;0;24;
070410;"Fresh or chilled cauliflowers and broccoli";6;0;9;0;143;210;2;37;67;33;2;0;0;1;0;6;0;1;1;23;
091091;"Mixtures of different types of spices";9;24;63;59;64;39;25;13;32;45;27;45;36;48;43;23;24;33;18;23;
152200;"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes";11;11;71;0;1;0;0;1;1;0;0;0;0;0;0;0;0;22;16;23;
140410;"Raw vegetable materials primarily for dyeing or tanning, n.e.s.";4;0;0;1;2;1;1;2;5;10;2;2;19;17;12;13;16;13;16;22;
220710;"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%";0;0;1207;0;0;0;0;0;0;1476;1394;1504;0;0;1349;0;0;0;0;22;
071220;"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared";0;17;0;9;0;27;2;0;0;55;10;0;0;0;0;0;0;0;84;21;
091099;"Spices (excl. pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...";1;106;77;22;7;12;58;53;23;10;25;4;26;14;4;25;27;15;12;21;
110290;"Cereal flours (excl. wheat, meslin and maize)";16;6;21;6;13;26;52;36;64;27;110;46;78;61;118;19;88;135;96;20;
070490;"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...";200;304;0;0;2;65;151;70;111;155;218;208;62;54;142;87;0;16;20;19;
151790;"Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...";0;0;0;0;0;0;40;2;4;0;1;7685;0;0;0;0;0;419;465;19;
210320;"Tomato ketchup and other tomato sauces";65;88;38;47;15;15;46;68;24;39;66;31;67;53;21;51;28;47;34;19;
210230;"Prepared baking powders";40;22;57;17;142;101;34;32;25;102;94;37;27;41;67;13;3;83;39;18;
040900;"Natural honey";14;19;6;5;12;1;3;12;14;45;12;67;38;14;31;22;15;38;11;17;
190120;"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...";0;186;0;0;0;0;0;4;6;36;9;20;9;5;12;4;1;11;19;17;
330125;"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint ...";72;85;173;164;236;145;139;209;221;78;135;187;90;26;38;52;71;45;75;17;
070519;"Fresh or chilled lettuce (excl. cabbage lettuce)";19;236;2;1;16;59;36;55;22;155;89;0;0;0;0;0;0;0;0;15;
080810;"Fresh apples";0;0;0;7;0;0;0;10;4;0;0;0;0;6;7;19;20;94;9;15;
010190;"Live mules and hinnies";1;0;19;0;4;18;17;22;15;1;24;12;5;62;21;15;15;13;6;14;
091050;"Curry";0;0;0;0;0;0;0;20;10;14;28;17;9;16;11;17;3;33;2;14;
350300;"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;3;14;
010110;"Pure-bred breeding horses and asses";12;13;5;10;1;0;16;1;0;4;3;1;13;44;18;3;3;0;12;10;
190211;"Uncooked pasta, not stuffed or otherwise prepared, containing eggs";3;16;2;7;2;5;0;1;3;13;3;21;0;11;4;11;9;5;8;9;
060290;"Live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, ...";85;189;24;99;312;749;63;134;890;469;25;146;960;247;20;185;602;746;64;8;
080290;"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...";0;0;0;0;0;28;15;14;14;27;15;67;154;44;13;187;123;11;1;8;
110311;"Groats and meal of wheat";3;38;1;1;3;33;0;2;38;1;16;1;9;4;9;15;8;43;3;8;
200110;"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid";104;30;436;467;62;113;120;101;234;325;71;69;215;40;17;52;12;12;8;8;
060120;"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...";912;0;136;254;676;28;13;45;303;168;0;0;20;0;1;0;52;340;0;7;
200941;"Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...";0;6;0;0;2;22;9;13;3;3;3;5;6;16;18;8;13;38;38;7;
210220;"Inactive yeasts; other dead single-cell micro-organisms (excl. packaged as medicaments)";10;10;9;8;11;13;12;7;5;3;2;4;3;12;18;20;22;0;9;7;
071021;"Shelled or unshelled peas "Pisum sativum", uncooked or cooked by steaming or by boiling in ...";61;8;0;8;27;0;0;0;29;6;0;0;39;38;4;10;3;96;1;6;
071120;"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...";15;76;1;11;46;40;107;39;79;328;62;34;68;53;9;4;29;48;2;6;
071339;"Dried, shelled beans "Vigna and Phaseolus", whether or not skinned or split (excl. beans of ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;
090910;"Seeds of anise or badian";52;2;16;2;15;52;16;96;28;8;7;10;7;41;6;30;7;1;0;6;
120999;"Seeds, fruits and spores, for sowing (excl. leguminous vegetables and sweetcorn, coffee, tea, ...";0;0;1;1;3;7;0;13;0;0;19;3;16;44;0;3;1;0;0;6;
121299;"Fruit stones and kernels and other vegetable products, incl. unroasted chicory roots of the ...";2023;232;10;3;2065;155;0;0;1484;135;14;0;785;238;2;0;1001;132;0;6;
240290;"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes";0;1;2;0;0;2;4;3;0;11;3;2;1;2;2;2;5;2;0;6;
070952;"Fresh or chilled mushrooms of the genus Boletus";3510;2572;39;587;453;151;99;853;440;102;47;120;215;366;146;663;2080;84;0;5;
090620;"Crushed or ground cinnamon and cinnamon-tree flowers";0;0;1;2;1;0;0;1;3;17;7;13;14;5;20;5;3;9;4;5;
200600;"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar "drained, ...";4;2;3;6;3;42;1;0;10;13;55;13;10;54;4;6;13;11;7;5;
200912;"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...";44;349;211;70;129;910;222;3;567;1509;592;0;0;0;0;2;0;0;0;5;
090930;"Cumin seeds";43;1;1;1;2;14;1;4;1;18;6;7;12;6;7;4;2;5;2;4;
090940;"Caraway seeds";0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;
100510;"Maize seed for sowing";57;74;78;20;0;14;0;0;0;49;0;0;0;0;0;0;0;13;35;4;
200971;"Apple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or ...";0;0;0;0;0;0;0;0;4;0;0;15;18;11;0;4;0;6;5;4;
200979;"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or ...";0;0;0;0;0;0;0;0;0;0;0;0;13;55;64;74;0;6;13;4;
091010;"Ginger";7;0;1;3;5;0;3;3;13;13;3;7;10;6;9;2;2;3;1;3;
091030;"Turmeric "curcuma"";11;0;0;2;3;0;3;1;2;12;3;7;4;4;5;3;2;4;1;3;
120600;"Sunflower seeds, whether or not broken";8;0;15;3;5;0;0;0;0;1;8;5;1;0;1;0;0;1;0;3;
170191;"Refined cane or beet sugar, containing added flavouring or colouring, in solid form";6;4;13;0;4;210;487;774;275;26;11;1;0;28;0;1;6;5;2;3;
200410;"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen";0;4;0;1;14;0;0;0;2;0;0;0;5;0;0;0;0;0;0;3;
200791;"Citrus fruit jams, jellies, marmalades, purées or pastes, obtained by cooking, whether or not ...";0;19;2;10;12;2;2;7;13;17;6;12;17;12;23;2;14;24;3;3;
080820;"Fresh pears and quinces";0;0;0;0;0;8;3;0;0;0;0;0;1;0;4;10;0;0;3;2;
080940;"Fresh plums and sloes";0;0;0;6;0;10;4;399;4;0;0;0;0;0;8;2;0;29;7;2;
090412;"Pepper of the genus Piper, crushed or ground";1;0;2;0;11;1;0;1;2;9;2;6;5;5;6;3;2;4;2;2;
160249;"Prepared or preserved meat and offal of swine, incl. mixtures (excl. hams, shoulders and cuts ...";0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;4;2;
200310;"Mushrooms of the genus "Agaricus", prepared or preserved otherwise than by vinegar or acetic ...";0;0;0;3;36;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;
200580;"Sweetcorn "Zea Mays var. Saccharata", prepared or preserved otherwise than by vinegar or acetic ...";2;0;1;1;16;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;
200911;"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...";46;119;143;0;0;167;57;120;0;193;100;70;130;195;226;93;255;110;4;2;
200939;"Single citrus fruit juice, unfermented, Brix value > 20 at 20°C, whether or not containing ...";30;98;19;16;0;37;0;0;58;0;5;32;8;2;3;0;0;23;4;2;
380910;"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;
040510;"Butter (excl. dehydrated butter and ghee)";0;66;0;32;119;0;1;206;0;0;0;82;12;1;0;0;27;8;0;1;
071320;"Dried, shelled chickpeas "garbanzos", whether or not skinned or split";563;906;891;3850;3447;923;6925;6750;1488;244;684;248;142;29;0;93;129;0;0;1;
071340;"Dried, shelled lentils, whether or not skinned or split";3;0;1;3;0;0;2;0;1;0;0;0;0;0;182;261;461;0;0;1;
071420;"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;
080132;"Fresh or dried cashew nuts, shelled";1;1;0;0;0;1;0;0;27;1;1;3;1;37;1;1;0;1;0;1;
080250;"Fresh or dried pistachios, whether or not shelled or peeled";0;1;1;1;0;0;0;0;0;2;1;3;1;1;2;2;0;2;1;1;
080300;"Bananas, incl. plantains, fresh or dried";16;0;0;0;0;4;165;24;56;0;0;1;0;0;0;1;13;15;8;1;
081050;"Fresh kiwifruit";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
090610;"Cinnamon and cinnamon-tree flowers (excluding crushed and ground)";0;7;0;0;0;1;0;0;6;3;0;8;5;5;1;4;0;0;2;1;
110419;"Rolled or flaked grains of cereals (excl. oats)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
110510;"Flour, meal and powder of potatoes";0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;0;0;10;3;1;
120210;"Groundnuts in shell, not roasted or otherwise cooked";0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;1;
120740;"Sesamum seeds, whether or not broken";0;0;0;0;0;0;0;1;1;2;1;2;1;3;1;1;1;5;1;1;
140110;"Bamboos";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;
160239;"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...";155;0;0;0;6;40;133;22;245;29;28;58;4;3;0;0;0;1;0;1;
180500;"Cocoa powder, not containing added sugar or other sweetening matter";0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;20;1;
190410;"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes";8;0;0;5;0;0;0;0;0;0;0;0;0;3;15;0;4;2;0;1;
200860;"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...";0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;
220830;"Whiskies";373;276;179;280;715;140;1;342;452;0;0;2;15;0;4;9;2;3;0;1;
330122;"Oils of jasmin, whether or not terpeneless, incl. concretes and absolutes";104;0;26;3;30;69;64;7;43;3;12;42;47;0;57;0;50;1;0;1;
010111;"Pure-bred breeding horses";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010119;"Live horses (excluding pure-bred for breeding)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010120;"Live asses, mules and hinnies";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010121;"Pure-bred breeding horses";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010129;"Live horses (excl. pure-bred for breeding)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010210;"Pure-bred breeding bovines";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010290;"Live bovine animals (excl. cattle and buffalo)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010410;"Live sheep";0;0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010420;"Live goats";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010512;"Live domestic turkeys, weighing <= 185 g";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010515;"Live domestic guinea fowls, weighing <= 185 g";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010519;"Live domestic ducks, geese and guinea fowls, weighing <= 185 g";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010592;"Live fowls of the species Gallus domesticus, weighing > 185 g but <= 2 kg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;
010600;"Live animals (excluding horses, asses, mules, hinnies, bovine animals, swine, sheep, goats, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010612;"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010619;"Live mammals (excl. primates, whales, dolphins and porpoises, manatees and dugongs, seals, ...";0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;
010639;"Live birds (excl. birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ostriches ...";0;5;0;0;45;13;16;0;2;0;0;0;0;0;3;0;0;0;0;0;
010641;"Live bees";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
010649;"Live insects (excl. bees)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020110;"Carcases or half-carcases of bovine animals, fresh or chilled";0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;
020120;"Fresh or chilled bovine cuts, with bone in (excl. carcases and 1/2 carcases)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020130;"Fresh or chilled bovine meat, boneless";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020210;"Frozen bovine carcases and half-carcases";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020220;"Frozen bovine cuts, with bone in (excl. carcases and half-carcases)";0;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;
020230;"Frozen, boneless meat of bovine animals";1;0;0;134;185;0;0;0;0;0;0;22;87;175;9;0;0;0;0;0;
020311;"Fresh or chilled carcases and half-carcases of swine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020312;"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020319;"Fresh or chilled meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020321;"Frozen carcases and half-carcases of swine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020329;"Frozen meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020410;"Fresh or chilled lamb carcases and half-carcases";0;3;0;0;0;0;19;0;0;57;0;0;0;0;0;0;0;4;10;0;
020421;"Fresh or chilled sheep carcases and half-carcases (excl. lambs)";0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;
020422;"Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)";0;0;0;0;0;0;0;185;0;0;0;0;0;0;0;0;0;0;0;0;
020423;"Fresh or chilled boneless cuts of sheep";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;
020430;"Frozen lamb carcases and half-carcases";0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020441;"Frozen sheep carcases and half-carcases (excl. lambs)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020442;"Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)";0;0;0;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020443;"Frozen boneless cuts of sheep";0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;
020450;"Fresh, chilled or frozen meat of goats";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020500;"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020610;"Fresh or chilled edible offal of bovine animals";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020621;"Frozen edible bovine tongues";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020622;"Frozen edible bovine livers";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020629;"Frozen edible bovine offal (excl. tongues and livers)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020630;"Fresh or chilled edible offal of swine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020641;"Frozen edible livers of swine";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020649;"Edible offal of swine, frozen (excl. livers)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020690;"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020711;"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces";0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;
020712;"Frozen fowls of the species Gallus domesticus, not cut in pieces";0;0;0;7;4;0;0;0;0;0;8;17;8;0;0;0;0;23;1;0;
020713;"Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus";0;16;26;19;9;39;8;8;0;9;8;8;0;0;0;0;0;0;0;0;
020714;"Frozen cuts and edible offal of fowls of the species Gallus domesticus";0;1;0;44;20;7;0;8;0;23;0;0;81;24;4;0;0;46;16;0;
020724;"Fresh or chilled turkeys of the species domesticus, not cut in pieces";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
020725;"Frozen turkeys of the species domesticus, not cut into pieces";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020726;"Fresh or chilled cuts and edible offal of turkeys of the species domesticus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020733;"Frozen ducks, geese and guinea fowls of the species domesticus, not cut into pieces";0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;
020734;"Fresh or chilled edible fatty livers of ducks or geese of the species domesticus";82;115;87;149;133;85;62;116;0;0;0;0;0;0;0;0;0;0;0;0;
020735;"Fresh or chilled cuts and edible offal of ducks, geese or guinea fowls of the species domesticus ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020736;"Frozen cuts and edible offal of ducks, geese or guinea fowls of the species domesticus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020741;"Fresh or chilled domestic ducks, not cut in pieces";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020745;"Frozen cuts and edible offal of domestic ducks";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020820;"Fresh, chilled or frozen frogs' legs";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020890;"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020900;"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020910;"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
020990;"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
021011;"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
021012;"Bellies "streaky" and cuts thereof of swine, salted, in brine, dried or smoked";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
021019;"Meat of swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with ...";0;0;0;0;0;0;0;20;12;0;0;0;0;0;0;0;0;0;0;0;
