Code;Product label;Exported value in 2013-Q4;Exported value in 2014-Q1;Exported value in 2014-Q2;Exported value in 2014-Q3;Exported value in 2014-Q4;Exported value in 2015-Q1;Exported value in 2015-Q2;Exported value in 2015-Q3;Exported value in 2015-Q4;Exported value in 2016-Q1;Exported value in 2016-Q2;Exported value in 2016-Q3;Exported value in 2016-Q4;Exported value in 2017-Q1;Exported value in 2017-Q2;Exported value in 2017-Q3;Exported value in 2017-Q4;Exported value in 2018-Q1;Exported value in 2018-Q2;Exported value in 2018-Q3;
160521;"Shrimps and prawns, prepared or preserved, not in airtight containers (excl. smoked)";0;0;0;0;0;2179;2073;1741;2375;1433;801;1643;2511;1440;3733;6271;7838;5939;8499;17336;
150420;"Fats and oils of fish and their fractions, whether or not refined (excl. liver oils and chemically ...";7603;15041;13546;19302;26851;28509;11382;22055;37014;11007;12238;25637;29509;14281;11836;20338;25760;8438;12097;16273;
240210;"Cigars, cheroots and cigarillos containing tobacco";2357;14562;14892;15607;11743;11227;11751;13324;10462;10701;10615;11770;9697;10528;11118;13838;12903;14376;13381;15108;
150910;"Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...";2010;6706;8721;9207;9943;21069;25402;12932;9178;18391;13788;8401;3667;7140;13170;4795;4692;4103;14018;14776;
160416;"Prepared or preserved anchovies, whole or in pieces (excl. minced)";10705;11016;12488;10368;7131;6519;8931;8733;9297;5845;9262;7297;9557;8578;11862;13211;13801;12316;14650;14716;
050400;"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...";6536;6103;5377;4753;6266;7888;13891;8958;5544;7641;9926;6278;14657;19717;21613;20991;21427;19619;16901;14648;
160415;"Prepared or preserved mackerel, whole or in pieces (excl. minced)";17428;13000;17812;21361;18581;12159;15678;14253;15338;12649;17398;17739;16291;11817;11220;12667;20113;18493;12504;14416;
040630;"Processed cheese, not grated or powdered";36798;29854;34118;31831;29224;28006;31508;21578;23509;25022;25189;21097;22053;14987;17760;20373;11516;16037;15152;13767;
121190;"Plants, parts of plants, incl. seeds and fruits, used primarily in perfumery, in pharmacy or ...";10410;10426;7860;8799;11248;12677;8754;8836;10427;12563;7691;8724;12407;12748;8443;11499;17225;19518;11979;12791;
070960;"Fresh or chilled fruits of the genus Capsicum or Pimenta";29633;18630;22045;10310;14212;31112;18953;3152;20152;30178;22285;3811;25033;68733;34567;8391;42969;62026;42455;10660;
080510;"Fresh or dried oranges";10580;31582;24057;3275;9324;25242;28406;5257;6153;19997;22234;2991;9367;20882;33745;20892;8811;33118;29293;10130;
130231;"Agar-agar, whether or not modified";6456;7832;6335;5456;6099;6236;6778;4787;6469;7372;7340;5461;6295;6798;8468;6581;8861;9236;8355;9446;
081020;"Fresh raspberries, blackberries, mulberries and loganberries";6840;4339;6694;1011;9185;26419;5327;1374;19681;25972;6152;1346;25441;44952;12211;3550;33165;76440;25128;9062;
330129;"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excl. those of citrus ...";3550;4292;5558;6216;3939;4394;4100;5108;4355;5580;4951;7282;5822;4837;5881;12215;7780;7049;7167;8362;
071190;"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...";295;193;267;228;191;9239;9132;9154;11738;9455;8086;9310;8892;8192;6791;8410;8524;8789;7706;8262;
240391;"Tobacco, "homogenised" or "reconstituted" from finely-chopped tobacco leaves, tobacco refuse ...";3456;2028;3339;3312;4284;4369;4411;3151;5128;6794;8246;4500;6781;1539;5683;4776;3935;5249;1252;6977;
151219;"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...";2231;341;330;268;1080;681;513;416;317;529;206;147;1183;872;408;567;167;182;2541;6925;
210111;"Extracts, essences and concentrates, of coffee";5302;7312;7750;4676;6133;4251;5258;7165;5993;5356;5495;6298;7234;8148;7816;5583;6205;7161;8099;6650;
130219;"Vegetable saps and extracts (excl. liquorice, hops, opium and ephedra)";51;272;1534;2439;2691;1951;2602;2213;2795;2958;3497;3563;3784;4510;4676;5046;4957;6791;9053;6239;
151590;"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...";5924;6360;6199;6860;6115;5332;5533;7076;8346;7515;8167;8302;6806;5935;8175;6422;6396;8371;6866;5953;
090220;"Green tea in immediate packings of > 3 kg";32;80;42;17;18;20;51;41;70;52;56;94;40;34;18;60;183;109;1449;5736;
151000;"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...";165;4212;955;66;4669;8589;1220;463;1990;2687;1374;1491;5951;8677;3593;1157;9012;7056;5856;5565;
081190;"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...";2184;1450;2074;4045;1077;1844;3287;3046;1089;1828;4462;4473;1715;1817;5986;6267;2716;2927;5801;5370;
190240;"Couscous, whether or not prepared";5641;6941;7967;4935;6121;5603;8582;4027;8335;6819;7823;3878;6957;6953;8142;4869;9394;8588;7139;4904;
200190;"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...";3534;3954;3841;3873;3396;2922;3689;3281;3484;3261;3410;3390;4486;3827;4097;4345;4935;4345;3741;4241;
090230;"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...";2778;3050;3153;2874;2890;2556;2916;2079;3244;3119;3656;4511;4111;3933;3000;3065;4603;4397;4225;4013;
170490;"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)";8804;9557;11684;10561;11380;8386;6540;6669;9128;9040;8821;7089;8146;8013;6415;5803;7803;6248;4298;3991;
060220;"Edible fruit or nut trees, shrubs and bushes, whether or not grafted";974;1447;963;718;656;1312;217;844;767;1905;571;1173;1882;2216;1827;1863;1598;3909;3688;3841;
070999;"Fresh or chilled vegetables n.e.s.";0;0;0;0;0;12289;10188;2170;14324;8011;7198;5182;11122;9280;9042;3737;8471;7120;7363;3674;
330119;"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excl. ...";128;26;212;201;25;36;2192;39;375;91;2693;1137;45;37;3172;1140;105;30;2270;3653;
070190;"Fresh or chilled potatoes (excl. seed)";643;7216;5262;3324;1011;2405;1440;3240;577;3737;3450;3919;4093;3713;3767;3385;666;1198;741;3604;
151790;"Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...";19;0;0;0;0;67;97;48;39;3491;155;2643;4734;8545;3356;52;8;28;2836;3561;
090210;"Green tea in immediate packings of <= 3 kg";2966;3071;3080;2459;2935;2673;3476;2009;2893;2977;3051;3216;3754;2676;2476;2850;3967;3837;4234;3441;
200850;"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...";3501;2439;2289;4454;3719;2310;1759;3315;2487;2841;2495;3484;2431;2425;1468;3282;2519;3081;2164;3429;
070310;"Fresh or chilled onions and shallots";3057;2272;1996;4243;2077;2466;1422;1925;2348;2207;1164;3239;2426;2150;964;1906;2553;2102;877;3421;
200210;"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid";976;959;1206;1040;1061;887;1212;1207;970;1085;1457;1207;995;1530;2295;2321;2257;2427;3229;2744;
081110;"Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened";2353;16747;52871;8307;1420;27160;29574;1994;662;26928;36330;2051;1361;24944;33319;2308;881;32084;56059;2668;
010649;"Live insects (excl. bees)";0;0;0;0;0;1875;1445;1287;770;1289;1666;1183;804;1907;1497;1768;1095;2719;2593;2490;
170390;"Beet molasses resulting from the extraction or refining of sugar";0;0;0;0;945;0;383;344;1149;1815;1105;1761;1429;1599;1324;1506;1184;902;1915;2453;
220299;"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)";0;0;0;0;0;0;0;0;0;0;0;0;0;2411;2076;2193;2499;2095;3292;2220;
150990;"Olive oil "EU cat. 4 and 5" and fractions obtained from the fruit of the olive tree solely ...";1866;5;322;1648;2918;3126;1368;2368;291;6243;48;2593;789;586;693;1854;288;186;194;2075;
121292;"Locust beans "carob", fresh, chilled, frozen or dried, whether or not ground";0;0;0;0;0;7475;10245;2668;12131;14423;13399;2938;7748;9848;16955;6675;36611;37085;22130;2027;
200912;"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...";5;2;47;1;58;34;103;23;22;0;11;1;0;758;4140;2029;325;1673;3992;1994;
121229;"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...";0;0;0;0;0;1970;2110;2440;2209;2597;1389;2606;3902;1911;2143;640;4219;2552;2351;1992;
080711;"Fresh watermelons";67;157;14379;6983;30;1096;29548;1093;66;4764;29160;803;63;4532;73279;673;27;5434;119565;1985;
040719;"Fertilised birds' eggs for incubation (excl. of domestic fowls)";0;0;0;0;0;1389;1943;2040;1695;884;530;625;1550;1427;1929;2274;2481;2373;1992;1859;
071350;"Dried, shelled broad beans "Vicia faba var. major" and horse beans "Vicia faba var. equina ...";35;0;356;1345;19;40;385;1253;642;294;155;353;0;0;642;1021;146;6;75;1757;
150790;"Soya-bean oil and its fractions, whether or not refined (excl. chemically modified and crude)";6384;5100;4192;4519;7815;5428;5735;5529;4260;3572;4247;2585;8500;5569;6938;4893;3225;2969;2353;1744;
210210;"Active yeasts";417;1049;935;831;762;1780;1181;1459;1666;2860;2450;1930;1826;2932;2107;2185;1880;2089;2295;1723;
190590;"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...";1227;1277;1686;980;1170;1212;1223;1280;1252;1531;1046;1202;1347;1185;1056;1274;1706;1579;1947;1612;
091099;"Spices (excl. pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...";21;29;27;5;28;1637;1834;2059;2040;2556;1840;1222;1548;1845;1440;1567;1967;1483;1244;1589;
090921;"Coriander seeds, neither crushed nor ground";0;0;0;0;0;2455;1748;2789;1862;2347;1489;1297;2566;2155;1502;1657;2465;1610;1805;1477;
110100;"Wheat or meslin flour";10968;13774;19086;15269;19719;12038;7640;7065;5298;3314;613;1510;1114;293;621;513;1127;1693;1278;1471;
060312;"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes";0;0;0;0;0;896;2529;1432;1197;1821;2373;1339;1334;1732;2902;1376;1308;1487;2167;1468;
220421;"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...";615;1951;2106;1562;1500;1232;1451;1220;1699;1372;1363;1046;1626;1429;1753;1372;1627;1819;1774;1416;
190219;"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs";290;412;292;398;284;276;367;227;784;932;1541;723;579;907;997;1044;1398;1126;1347;1413;
330190;"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...";3463;3539;2232;769;590;1278;1314;1803;1370;1481;1750;1909;1139;930;1384;2012;1561;1311;1812;1367;
170310;"Cane molasses resulting from the extraction or refining of sugar";0;0;0;0;0;0;0;298;0;254;0;0;0;265;0;0;0;228;898;1350;
070390;"Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)";85;22;50;55;64;66;12;4;240;139;838;22;249;470;678;295;1122;1392;1091;1347;
081090;"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...";5953;1572;318;572;1642;1127;588;529;2665;2457;699;898;2137;5133;953;1218;3355;4283;1060;1322;
080719;"Fresh melons (excl. watermelons)";2232;13633;21297;11387;2342;17657;26016;188;1351;23945;13880;410;423;22664;29254;249;580;25779;41543;1175;
200599;"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...";0;0;0;0;0;1180;1991;1187;1348;1279;1464;1282;714;880;1285;1039;1358;1696;1644;1174;
150410;"Fish-liver oils and their fractions, whether or not refined (excl. chemically modified)";514;835;430;177;572;599;625;690;737;589;1642;1018;1113;570;290;514;487;874;276;1133;
071339;"Dried, shelled beans "Vigna and Phaseolus", whether or not skinned or split (excl. beans of ...";6;53;0;0;0;0;64;914;1378;539;672;1037;874;302;725;1448;1573;431;912;1124;
510111;"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed";928;484;373;311;360;143;210;252;331;132;373;254;148;167;262;261;271;485;739;993;
220710;"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%";22;0;0;0;0;0;0;1207;0;1;0;0;0;0;559;63;0;0;0;975;
220429;"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...";1031;1163;1905;1204;719;896;3234;1291;424;1657;1099;1507;731;1577;1091;449;423;1240;1081;962;
200819;"Nuts and other seeds, incl. mixtures, prepared or preserved (excl. prepared or preserved with ...";1415;998;1173;1418;1673;1160;1041;1490;1323;1342;1118;1011;1366;714;1605;898;1421;1395;1040;933;
240220;"Cigarettes, containing tobacco";122;1062;517;225;155;305;525;695;653;211;97;528;350;1204;366;553;254;454;850;916;
190531;"Sweet biscuits";454;424;425;348;673;583;581;537;613;665;608;373;243;543;539;991;1372;1192;776;913;
190110;"Food preparations for infant use, put up for retail sale, of flour, groats, meal, starch or ...";845;423;260;535;427;693;652;1257;354;633;601;417;451;290;496;965;418;553;346;853;
230990;"Preparations of a kind used in animal feeding (excl. dog or cat food put up for retail sale)";886;1335;1519;1368;1575;1240;1289;1044;1210;1391;923;723;663;694;564;631;450;490;549;851;
070610;"Fresh or chilled carrots and turnips";395;362;344;242;166;97;632;314;262;316;1074;622;428;309;263;597;185;234;863;834;
040210;"Milk and cream in solid forms, of a fat content by weight of <= 1,5%";0;0;0;2;0;1;97;8;7;7;29;28;0;9;0;17;26;1169;131;824;
151800;"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...";717;358;534;206;363;268;947;797;850;660;295;626;509;798;701;774;716;686;544;810;
510119;"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)";487;432;567;616;559;312;525;612;390;234;558;489;258;271;438;535;439;253;614;791;
080610;"Fresh grapes";28;43;4016;7365;112;40;9321;355;174;29;8981;281;125;29;8595;237;106;9;6754;788;
040310;"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...";670;680;592;361;324;547;1762;1801;1720;880;701;600;803;1017;1084;1292;1138;780;854;787;
190230;"Pasta, cooked or otherwise prepared (excl. stuffed)";479;290;528;603;443;569;1186;784;584;606;342;526;301;203;413;342;1472;1133;169;787;
120991;"Vegetable seeds, for sowing";236;908;510;1518;52;855;537;1238;963;755;274;1346;206;666;134;1129;466;760;693;732;
051191;"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, ...";171;0;1904;5385;1554;1227;2611;5926;3947;2728;3882;975;795;421;129;78;119;512;405;712;
160414;"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excl. minced)";286;398;536;42;174;219;0;0;168;78;114;136;29;94;145;122;35;145;350;675;
200899;"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ...";523;668;369;571;839;79;52;38;75;321;268;132;23;0;37;28;385;651;800;643;
070490;"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...";19;29;32;68;285;162;293;467;621;297;334;390;501;172;248;675;802;269;282;618;
220210;"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...";550;498;729;523;535;492;876;803;397;534;873;633;414;287;1294;870;573;809;1208;615;
220300;"Beer made from malt";114;252;157;220;122;145;89;94;103;101;150;95;105;77;209;1129;645;586;901;614;
151710;"Margarine (excl. liquid)";183;270;534;472;498;227;355;382;341;126;311;273;348;284;410;202;422;529;664;601;
070690;"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excl. ...";1260;1406;655;24;622;1775;607;66;1553;1722;205;122;1533;1667;208;268;2292;2141;292;584;
200880;"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...";431;920;1037;394;702;433;748;386;881;1525;1353;952;589;796;450;526;370;443;679;476;
220890;"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...";34;72;91;31;1;33;166;90;370;113;215;345;203;342;311;381;515;401;326;475;
080930;"Fresh peaches, incl. nectarines";0;1548;6213;1306;5;1273;5491;23;0;4983;2873;19;6;1440;4834;194;6;401;6004;455;
060120;"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory ...";7;111;434;71;87;401;78;78;128;377;223;69;150;693;274;159;357;527;377;416;
160529;"Shrimps and prawns, prepared or preserved, in airtight containers (excl. smoked)";0;0;0;0;0;3722;6135;6876;4748;4687;7404;4918;4136;1669;0;0;0;0;183;404;
200897;"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ...";0;0;0;0;0;638;414;618;856;796;957;928;1035;877;839;777;725;628;1168;391;
180690;"Chocolate and other preparations containing cocoa, in containers or immediate packings of <= ...";908;641;819;1193;1255;835;878;1102;1573;1125;918;648;696;668;481;458;372;319;364;366;
200919;"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...";176;742;1791;1287;507;254;944;330;320;316;896;113;161;1170;311;185;376;587;562;358;
071290;"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not ...";258;208;736;534;232;316;478;711;317;351;693;348;451;486;446;230;346;380;362;351;
060110;"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human ...";284;49;0;291;668;24;0;416;154;16;0;610;174;9;344;459;173;199;0;343;
170410;"Chewing gum, whether or not sugar-coated";680;736;1152;490;921;813;620;540;710;502;809;403;552;536;917;409;676;539;460;341;
200290;"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. whole or in ...";113;69;266;448;58;90;220;46;15;125;132;21;83;228;161;192;292;672;981;328;
090240;"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...";38;42;18;24;129;6;16;1;125;31;120;32;54;151;72;63;28;55;159;312;
091020;"Saffron";66;131;83;23;27;40;77;108;144;81;27;119;31;69;13;66;300;449;172;311;
160569;"Aquatic invertebrates, prepared or preserved (excl. smoked, crustaceans, molluscs, sea cucumbers, ...";0;0;0;0;0;181;486;177;176;8;77;262;196;331;301;0;369;89;0;309;
090411;"Pepper of the genus Piper, neither crushed nor ground";54;111;114;45;95;37;62;41;44;50;39;54;42;50;0;79;73;39;4;305;
050800;"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...";783;232;362;404;146;266;187;343;90;111;286;31;178;86;190;119;84;139;84;296;
070930;"Fresh or chilled aubergines "eggplants"";156;83;6;27;96;76;150;205;318;145;99;95;429;106;88;139;356;73;161;295;
081040;"Fresh cranberries, bilberries and other fruits of the genus Vaccinium";1521;3028;30766;5653;1982;27384;18564;1;3112;48983;22088;3;929;63445;30838;305;1824;67458;57633;286;
190532;"Waffles and wafers";81;112;155;151;177;191;411;226;245;360;205;259;279;284;262;330;474;491;170;285;
080212;"Fresh or dried almonds, shelled";2088;1727;1009;2098;1582;1556;1575;2116;1493;970;1066;1058;503;828;659;1281;892;1187;659;274;
070993;"Fresh or chilled pumpkins, squash and gourds "Cucurbita spp."";0;0;0;0;0;8273;1402;1073;10273;6970;930;304;11086;9656;903;133;9573;31701;910;272;
151620;"Vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...";265;239;263;112;133;133;180;2608;272;554;317;249;248;132;124;289;332;632;112;254;
120770;"Melon seeds";0;0;0;0;0;78;156;135;18;228;23;193;0;212;18;306;140;46;45;246;
200989;"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ...";0;0;0;0;0;173;5;41;48;211;222;174;176;346;272;199;124;297;291;238;
070700;"Cucumbers and gherkins, fresh or chilled";3252;1445;412;86;2663;3178;511;191;5368;3216;219;111;3918;2157;148;208;1250;2609;361;226;
070992;"Fresh or chilled olives";0;0;0;0;0;0;0;0;0;4;39;0;10;176;171;133;0;469;423;226;
051199;"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, ...";37;239;70;195;22;157;102;32;232;170;343;136;275;150;277;216;179;226;336;219;
130232;"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...";3811;3980;5127;3902;3997;2940;2314;2673;2313;3267;3374;2425;3440;2468;2274;26;59;202;191;216;
090121;"Roasted coffee (excl. decaffeinated)";64;10;10;40;13;48;0;0;7;13;48;83;440;204;163;362;141;68;148;200;
230690;"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...";49;27;1;35;149;84;44;232;77;66;0;0;255;30;3;21;70;37;16;193;
240290;"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes";6;3;6;0;0;1;1;49;3;2;1;0;0;2;11;510;157;198;219;183;
080550;"Fresh or dried lemons "Citrus limon, Citrus limonum" and limes "Citrus aurantifolia, Citrus ...";5434;3923;650;637;1515;2643;435;62;1594;2057;846;2472;1808;3392;184;1653;1515;1933;304;177;
071080;"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, ...";62;85;50;7;18;50;154;164;1891;578;661;544;647;1055;181;258;29;30;209;174;
210410;"Soups and broths and preparations therefor";779;1381;2632;711;918;1683;2046;679;963;953;2160;212;301;1267;1591;539;813;1160;837;170;
200830;"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...";63;247;362;85;99;146;226;117;130;180;185;84;162;218;489;283;256;371;258;157;
090520;"Vanilla, crushed or ground";0;0;0;0;0;0;17;0;7;60;0;55;154;224;0;69;0;162;0;151;
060210;"Unrooted cuttings and slips";25;398;304;54;34;427;117;25;37;491;272;221;290;57;292;307;820;273;505;149;
090422;"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground";0;0;0;0;0;889;575;305;36;184;1146;66;377;1271;1434;128;49;389;559;147;
060290;"Live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, ...";8;547;692;28;10;893;197;27;68;964;417;131;100;1031;411;152;156;986;372;146;
330125;"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excl. those of peppermint ...";17;15;101;64;97;36;22;88;98;51;77;94;81;63;70;130;110;96;81;135;
081400;"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...";58;142;86;140;41;275;99;72;69;221;123;90;73;190;89;121;114;147;272;133;
110812;"Maize starch";0;0;0;49;0;0;0;1;11;23;15;2;47;79;118;107;87;69;196;132;
020714;"Frozen cuts and edible offal of fowls of the species Gallus domesticus";0;53;113;116;44;114;48;39;0;30;1;0;32;46;104;36;89;164;183;130;
060319;"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. ...";0;0;0;0;0;181;278;0;0;48;233;0;0;139;56;0;0;3;298;130;
080940;"Fresh plums and sloes";2;4;4;252;210;8;85;144;72;16;3;58;111;49;66;112;199;75;15;123;
080420;"Fresh or dried figs";43;0;0;262;24;4;3;236;22;0;0;333;10;0;0;607;205;101;0;119;
220900;"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid";78;101;115;152;105;91;189;103;81;101;235;64;121;166;157;69;129;163;255;118;
120600;"Sunflower seeds, whether or not broken";3;69;27;0;78;63;48;11;44;13;0;0;0;0;0;0;0;0;0;116;
020727;"Frozen cuts and edible offal of turkeys of the species domesticus";201;187;165;141;284;303;311;253;117;115;89;80;139;82;136;144;179;56;120;115;
140490;"Vegetable products n.e.s";76;131;8;58;68;157;114;131;158;211;106;63;81;194;111;109;147;171;85;114;
200941;"Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...";7;39;72;24;41;48;40;36;3;1;73;54;17;60;43;3;14;37;57;111;
091030;"Turmeric "curcuma"";3;0;0;0;0;0;7;3;1;0;0;1;0;0;7;4;2;5;13;106;
040120;"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing ...";32;29;44;178;412;376;77;23;39;589;800;981;471;115;167;298;325;309;193;102;
200911;"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...";2;246;4;0;56;290;620;2;42;162;474;87;0;327;237;0;170;720;748;97;
040900;"Natural honey";17;19;20;13;15;29;14;137;20;25;53;26;211;20;37;22;44;73;42;95;
090300;"Mate";0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;28;21;10;52;95;
200390;"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. ...";0;0;0;0;0;352;474;384;145;276;90;70;12;115;95;34;21;53;217;94;
350510;"Dextrins and other modified starches, e.g. pregelatinised or esterified starches";119;172;16;174;142;102;172;22;97;0;107;3;126;0;38;65;6;54;196;94;
090510;"Vanilla, neither crushed nor ground";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;
200490;"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...";73;22;55;48;57;134;83;9;17;4;149;57;35;27;27;24;20;21;97;78;
200799;"Jams, jellies, marmalades, purées or pastes of fruit, obtained by cooking, whether or not containing ...";67;229;81;63;85;206;123;97;88;83;105;91;168;200;114;47;119;98;132;76;
180631;"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled";581;126;54;181;540;187;208;38;38;32;1;2;157;1;39;5;2;28;39;68;
200979;"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or ...";4;8;26;1;10;44;18;19;10;8;20;20;79;48;71;70;65;41;74;63;
